AttitudeToHomosexuality,HomosexualPeopleYouKnow,HowMuchYouAgreeThatMoreChildreanMoreBlessing,HowMuchYouAgreeThatHavingBoysBetterThanGirls,ReligiousBelief,OnlineShoppingFrequency,SocialMediaUsageFrequency,PaidByTheNation,HasStudiesAbroad,BornProvinceCityCounty,AnnualIncome,Birthyear,Birthmonth,MaritalStatus,ResidenceProvinceCityCounty,FatherEducation,MotherEducation,ArmyEnrollment,PoliticalRole,FatherResidenceType,MotherResidenceType,BornResidenceType,CurrentResidenceType,EducationLevel
3,0,,,9,2,2,1,2,610602,20000,1980,10,1,610602,4,4,2,1,2,1,2,2,9
3,0,,,9,3,1,2,2,610623,30000,1986,4,2,610602,99,4,2,3,1,1,1,2,8
2,0,,,9,1,1,,2,610602,24000,1986,7,2,610602,2,4,2,3,2,2,2,2,8
3,0,,,9,4,1,,2,610602,100000,1988,9,2,610602,2,1,2,3,1,1,1,1,8
2,0,,,9,4,2,,2,610602,24000,1974,12,2,610602,3,1,2,3,1,1,1,1,3
2,0,,,9,3,1,,2,610602,24000,1983,6,1,610602,2,3,2,3,1,1,2,2,3
2,0,,,9,4,2,2,2,610202,20000,1988,7,2,610602,3,3,2,3,1,1,1,1,4
2,0,,,9,4,2,,2,610826,40000,1956,8,2,610826,1,1,2,3,1,1,1,1,3
3,0,,,9,1,1,1,2,610623,90000,1984,9,1,610602,2,2,2,3,1,1,1,2,9
2,0,,,9,2,1,2,2,610602,30000,1991,1,1,610602,,,2,1,1,1,1,1,9
1,0,,,9,2,1,,2,610622,30000,1995,7,1,610622,,,2,3,1,1,1,1,3
2,0,,,9,4,2,1,2,610602,70000,1975,6,2,610602,4,3,2,3,1,1,1,3,8
4,0,,,3,1,1,2,2,610602,0,1991,7,1,610602,,,2,3,,,2,2,9
2,0,,,9,2,2,,2,610623,35000,1985,9,2,610602,3,1,2,3,1,1,1,1,8
3,0,,,9,2,1,,2,610602,40000,1989,10,2,610602,3,3,2,1,1,2,2,2,9
3,0,,,9,1,1,2,2,610602,35000,1990,2,1,610602,7,,2,2,,,3,4,9
3,0,,,9,,,,2,610602,,1985,7,2,610602,2,2,2,3,1,1,1,1,7
3,0,,,9,2,1,,2,610827,20000,1992,3,1,610827,,,2,3,1,1,1,1,4
3,0,,,9,4,3,,2,610602,180000,1983,2,2,610602,2,2,2,3,1,1,1,1,9
1,0,1,1,9,4,4,,,610602,4000,1955,4,2,610602,1,1,2,3,1,1,1,1,1
2,0,1,1,9,,,,2,610602,,1969,3,2,610602,2,1,2,3,1,1,1,1,2
2,0,1,4,9,4,2,,2,610602,10000,1967,8,2,610602,1,1,2,3,1,1,1,1,2
1,0,4,4,9,4,1,,2,610602,17000,1964,12,2,610602,1,1,2,3,1,1,1,1,2
1,0,2,2,9,4,4,,2,610602,13000,1959,2,2,610602,,1,2,3,1,1,1,1,2
2,0,2,4,9,4,4,,,610602,3000,1973,8,1,610602,,,2,3,1,1,1,1,1
2,0,3,5,9,4,4,,2,610602,10000,1970,1,2,610602,,,2,3,1,1,1,1,2
2,0,4,5,9,,,,2,610602,,1970,3,2,610602,1,1,2,3,1,1,1,1,2
2,0,4,4,9,4,2,,,610602,30000,1965,3,2,610602,1,1,2,3,1,1,1,1,1
3,0,4,4,9,,,,2,610602,,1990,3,2,610602,4,2,2,3,1,1,1,1,3
3,0,2,5,9,4,4,,2,610602,20000,1967,12,2,610602,1,1,2,3,1,1,1,1,2
2,0,2,2,9,,,,,610603,,1956,6,5,610602,1,1,2,3,1,1,1,1,1
2,0,1,1,9,4,3,,,610602,15000,1973,10,2,610602,,1,2,3,1,1,1,1,1
3,0,4,4,9,4,4,,2,610602,2000,1957,1,2,610602,,1,2,3,1,1,1,1,2
3,0,3,4,9,4,4,,,610602,2000,1957,10,2,610602,1,1,2,3,1,1,1,1,1
2,0,3,5,9,4,4,,,610602,4000,1976,4,2,610602,,1,2,3,1,1,1,1,1
2,0,3,4,9,4,3,,,610627,4000,1977,5,2,610602,1,1,2,3,1,1,1,1,1
1,0,2,2,9,4,1,,2,610602,15000,1963,4,2,610602,1,1,2,3,1,1,1,1,4
3,0,2,2,9,4,3,,,610603,8000,1967,10,2,610602,1,1,2,3,1,1,1,1,1
2,0,2,2,9,,,,,610602,,1955,2,5,610602,1,1,2,3,1,1,1,1,1
1,0,3,5,9,4,4,,2,610602,4000,1950,1,2,610602,1,1,2,1,1,1,1,1,2
1,0,4,4,9,4,4,,2,610803,3000,1956,3,2,610602,1,1,2,3,1,1,1,1,4
2,0,2,3,9,,,,,610602,,1970,5,2,610602,1,1,2,3,1,1,1,1,1
3,0,1,2,9,4,4,,,610828,40000,1970,10,2,610602,1,1,2,3,1,1,1,1,1
2,0,1,1,9,,,,,610602,,1955,3,2,610602,1,1,2,3,1,1,1,1,1
3,0,2,4,9,4,3,,2,610602,18000,1952,3,2,610602,1,1,2,3,1,1,1,1,2
2,0,2,2,9,4,4,,,610602,6000,1955,4,2,610602,1,1,2,3,1,1,1,1,1
1,0,3,2,9,4,2,,2,610602,30000,1970,10,2,610602,,,2,3,1,1,1,1,3
1,0,4,4,9,4,1,,2,610602,20000,1972,2,2,610602,,,2,3,1,1,1,1,2
2,0,1,4,9,4,3,,2,610602,30000,1961,9,2,610602,1,1,2,3,1,1,1,1,3
2,0,4,4,9,4,4,,2,610602,25000,1958,7,2,610602,,1,2,3,1,1,1,1,4
2,0,3,4,9,4,3,,2,610602,50000,1959,12,2,610602,1,1,2,1,1,1,1,1,3
2,0,2,2,9,4,3,,2,610602,14000,1964,7,2,610602,1,1,2,3,1,1,1,1,2
3,0,3,4,9,4,4,,2,610602,20000,1967,8,2,610602,9,3,2,3,1,1,1,1,2
3,0,4,4,9,4,3,,2,610602,20000,1964,8,2,610602,1,2,2,3,1,2,1,1,3
3,0,1,4,9,4,4,,2,610602,20000,1966,1,2,610602,1,,2,3,1,1,1,1,2
3,0,3,4,9,4,4,,2,610602,50000,1964,9,2,610602,2,1,2,3,1,1,1,1,3
2,0,3,5,9,4,4,,2,610602,50000,1965,8,2,610602,99,1,2,3,1,1,1,1,4
1,0,3,4,9,4,1,2,2,610602,30000,1961,7,2,610602,2,,2,1,1,1,1,1,3
3,0,2,3,9,2,1,,2,610602,30000,1963,8,2,610602,1,,2,1,1,1,1,1,4
2,0,2,4,9,,,,2,610602,,1958,11,2,610602,1,1,2,3,1,1,1,1,3
4,0,3,4,9,4,4,2,2,610602,40000,1970,12,2,610602,2,2,2,3,1,1,1,1,2
2,0,2,4,9,3,3,,2,610628,47000,1978,,2,610628,,,2,3,1,1,1,1,2
2,0,2,4,9,2,1,,2,610628,47000,1987,,2,610628,,,2,3,1,1,1,1,2
2,0,2,4,9,,,,2,610628,,1958,6,2,610628,2,2,2,3,1,1,1,1,2
2,0,4,4,9,4,3,,2,610628,70000,1966,,2,610628,3,,2,3,1,1,1,1,3
2,0,4,4,9,4,2,,2,610628,70000,1969,,2,610628,,1,2,3,1,1,1,1,2
3,0,3,5,9,4,4,,2,610628,40000,1957,,2,610628,1,1,2,3,1,1,1,1,2
3,0,3,3,9,4,4,,,610628,40000,1959,,2,610628,1,1,2,3,1,1,1,1,1
2,0,2,3,9,1,1,,2,610628,200000,1983,,2,610628,,,1,3,1,1,1,1,4
3,0,2,4,9,4,1,,2,610628,200000,1959,,2,610628,1,1,2,3,1,1,1,1,3
2,0,2,4,9,4,2,,2,610628,200000,1957,,2,610628,2,1,2,3,1,1,1,1,3
3,0,3,5,9,4,2,,2,610628,60000,1965,,2,610628,2,1,2,3,1,1,1,1,4
2,0,4,3,9,4,1,,2,610628,60000,1963,,2,610628,1,1,2,3,1,1,1,1,3
3,0,4,3,9,1,1,,2,610628,35000,1990,,1,610628,,,2,3,1,1,1,1,9
1,0,2,4,9,4,2,,2,610628,10000,1960,,5,610628,1,1,2,3,1,1,1,1,3
1,0,2,3,9,2,1,,2,610628,10000,1982,,2,610628,,,2,3,1,1,1,1,3
1,0,2,3,9,2,1,,2,610628,10000,1984,,2,610628,2,2,2,3,1,1,1,1,3
1,0,2,3,9,4,4,,2,610628,10000,1951,5,2,610628,,,2,3,1,1,1,1,2
1,0,2,2,9,4,4,,2,610628,10000,1954,12,2,610628,1,1,2,3,1,1,1,1,2
3,0,4,5,9,4,1,,,610628,70000,1970,,2,610628,,,2,3,1,1,1,1,1
1,0,4,4,9,4,2,,2,610628,70000,1970,,2,610628,2,1,2,3,1,1,1,1,3
2,0,2,4,9,4,4,,2,610628,40000,1952,,2,610628,6,1,2,3,1,1,1,1,2
2,0,4,5,9,4,4,,,610628,40000,1956,,2,610628,,1,2,3,1,1,1,1,1
3,0,4,4,9,,,,2,610628,,2002,,1,610628,,,2,3,1,1,1,1,3
1,0,4,4,9,4,1,,2,610628,10000,1959,,2,610628,1,2,2,3,1,1,1,1,4
1,0,2,2,9,4,1,,2,610628,10000,1986,,2,610628,,,2,3,1,1,1,1,3
1,0,2,2,9,4,1,,2,610628,10000,1987,,2,610628,3,3,2,3,1,1,1,1,3
1,0,2,3,9,4,1,,2,610628,10000,1960,,2,610628,1,1,2,3,1,1,1,1,3
3,0,2,2,9,4,4,,2,610628,50000,1960,,2,610628,1,1,2,3,1,1,1,1,3
2,0,2,2,9,4,4,,2,610628,40000,1963,,2,610628,1,1,2,3,1,1,1,1,4
1,0,2,5,9,4,4,,2,610628,90000,1957,,2,610628,1,1,2,3,1,1,1,1,2
2,0,2,4,9,4,4,,,610628,90000,1957,,2,610628,1,1,2,3,1,1,1,1,1
2,0,4,5,9,4,1,,2,610628,70000,1979,,2,610628,,,2,3,1,1,1,1,3
3,0,4,5,9,,,,2,610628,,2000,,1,610628,,,2,3,1,1,1,1,4
2,0,4,5,9,,,,2,610628,,2003,,1,610628,,,2,3,1,1,1,1,3
1,0,4,4,9,4,4,,2,610628,80000,1962,,2,610628,2,2,1,3,1,1,1,1,4
1,0,2,2,9,4,4,,,610628,10000,1951,,2,610628,1,1,2,3,1,1,1,1,1
1,0,2,2,9,2,2,,,610628,10000,1982,,1,610628,,,2,3,1,1,1,1,1
1,0,2,2,9,4,4,,,610628,10000,1951,11,2,610628,1,1,2,3,1,1,1,1,1
1,0,2,2,9,3,1,,,610628,10000,1982,10,2,610628,1,1,2,3,1,1,1,1,1
3,0,2,2,9,4,1,,2,610628,10000,1961,,2,610628,2,1,2,1,1,1,1,1,3
2,0,3,2,9,,,,2,610628,,1962,,2,610628,4,3,2,3,1,1,1,1,3
2,0,3,4,9,,,,2,610628,,1988,,2,610628,,,2,3,1,1,1,1,3
2,0,4,4,9,,,,2,610628,,1991,,2,610628,2,3,2,3,1,1,1,1,3
2,0,4,3,9,,,,2,610628,,1981,,2,610628,2,2,2,3,1,1,1,1,3
2,0,2,3,9,4,2,,2,610628,50000,1977,,2,610628,3,,2,3,1,1,1,1,2
1,0,2,1,9,2,1,,2,610628,150000,1968,,2,610628,3,1,2,3,1,1,1,1,3
1,0,4,4,9,1,1,,2,610628,150000,1969,,2,610628,1,1,2,3,1,1,1,1,3
2,0,4,3,9,4,4,,2,610628,70000,1961,,2,610628,2,,2,3,2,1,1,2,4
2,0,2,4,9,4,4,,2,610628,70000,1964,,2,610628,1,1,2,3,1,1,1,1,3
2,0,4,4,9,1,1,1,2,610628,40000,1989,,1,610628,,,2,3,2,1,1,1,7
2,0,2,3,9,4,1,,2,610628,20000,1975,,2,610628,2,2,2,3,1,1,1,1,3
3,0,4,3,9,4,2,,2,610628,20000,1973,,2,610628,2,2,2,3,1,1,1,1,3
2,0,2,2,9,4,2,,,610826,50000,1963,,2,610628,1,1,2,3,1,1,1,1,1
2,0,3,2,9,4,2,,2,610628,50000,1968,,2,610628,1,1,2,3,1,1,1,1,3
2,0,2,4,9,4,4,,,410322,28000,1954,,2,610628,2,1,2,3,1,1,1,1,1
1,0,1,4,9,4,4,,2,610628,28000,1954,,2,610628,4,1,2,3,2,2,2,1,2
2,0,4,3,9,4,2,,2,610628,100000,1956,,2,610202,1,1,2,1,1,1,1,1,4
2,0,3,2,9,4,4,,,610628,100000,1956,,2,610628,3,1,2,1,1,1,1,1,1
1,0,2,5,9,4,4,,,610628,40000,1952,9,2,610628,1,1,2,3,1,1,1,1,1
2,0,1,4,9,4,4,,,610628,40000,1954,12,2,610628,1,1,2,3,1,1,1,1,1
2,0,3,4,9,2,1,,2,610628,80000,1967,,2,610628,,1,2,3,1,1,1,1,4
3,0,4,4,9,4,2,,2,610830,30000,1956,,2,610830,3,1,2,3,1,1,1,1,3
3,0,4,3,9,4,2,,2,610830,30000,1958,,2,610830,,1,2,3,1,1,1,1,3
1,0,2,4,9,4,4,,2,610628,90000,1964,,2,610628,2,1,2,3,1,1,1,1,3
1,0,2,4,9,4,1,,2,610628,90000,1964,,2,610628,1,1,2,3,1,1,1,1,3
1,0,2,4,9,4,2,,2,610628,30000,1962,,2,610628,1,1,2,3,1,1,1,1,3
1,0,2,4,9,4,4,,2,610628,30000,1962,,2,610628,1,3,2,3,1,1,1,1,2
1,0,2,5,9,,,,2,610628,,2000,,1,610628,,,2,3,1,1,1,1,3
2,0,2,3,9,4,1,,2,610628,10000,1961,,2,610628,1,1,2,1,1,1,1,1,4
2,0,2,3,9,2,2,,2,610628,10000,1966,,2,610628,,1,2,3,1,1,1,1,3
1,0,4,4,9,2,1,,2,610628,10000,1965,,2,610628,1,1,2,3,1,1,1,1,3
1,0,3,3,9,2,2,,2,610628,10000,1962,,2,610628,1,3,2,3,1,1,1,1,3
2,0,2,3,9,2,1,,2,610628,15000,1990,,1,610628,,,2,3,1,1,1,1,3
1,0,3,3,9,2,1,,2,610628,10000,1993,,2,610628,,,2,3,1,1,1,1,4
1,0,3,3,9,3,3,,2,610628,10000,1993,,2,610628,1,1,2,3,1,1,1,1,2
1,0,3,3,9,4,4,,2,610628,10000,1959,,5,610628,1,1,2,3,1,1,1,1,2
1,0,2,2,9,2,1,,2,610628,10000,1987,,1,610628,1,,2,3,1,1,1,1,2
1,0,3,3,9,3,1,,2,610628,10000,1990,6,2,610628,1,2,2,3,1,1,1,1,3
1,0,1,5,9,2,1,,2,610628,10000,1985,5,2,610628,1,,2,3,1,1,1,1,4
2,0,1,5,9,4,4,,2,610628,17000,1963,,2,610628,4,1,2,3,1,1,1,1,2
4,0,4,5,9,4,4,,2,610628,17000,1959,,2,610628,1,1,2,3,1,1,1,1,3
3,0,1,2,9,4,1,,2,610628,30000,1970,4,2,610628,1,1,2,1,1,1,1,1,3
3,0,4,4,9,4,2,,2,610628,30000,1975,11,2,610628,2,1,2,3,1,1,1,1,3
2,0,2,2,9,3,1,,2,610628,50000,1987,11,2,610628,4,3,2,3,1,1,1,1,3
3,0,4,3,9,2,1,,2,610628,50000,1988,4,2,610628,4,1,2,3,1,1,1,1,3
2,0,2,4,9,4,2,,2,610628,80000,1966,5,2,610628,2,1,2,3,1,1,1,1,2
1,0,1,4,9,4,1,,2,610628,80000,1963,9,2,610628,1,1,2,3,1,1,1,1,3
3,0,2,4,9,4,2,,2,610628,40000,1968,10,2,610628,2,1,2,3,1,1,1,1,3
2,0,4,3,9,1,1,,2,610628,100000,1988,7,2,610628,4,3,2,3,1,1,1,1,4
1,0,2,3,9,4,4,,,610628,99999,1948,10,2,610628,1,1,2,3,1,1,1,1,1
2,0,3,3,9,,,,2,610628,,1984,8,2,610628,3,2,2,3,1,1,1,1,3
1,0,4,4,9,1,1,,2,610628,99999,1992,6,1,610628,,,2,1,1,1,1,1,9
3,0,4,4,9,1,1,,2,610628,200000,1970,10,2,610628,,2,2,3,1,1,1,1,4
3,0,4,5,9,3,1,,2,610628,99999,1969,11,2,610628,2,2,2,3,1,1,1,1,2
2,0,5,5,9,2,2,,2,610628,99999,1977,3,2,610628,,,2,3,1,1,1,1,4
2,0,2,3,9,2,1,,2,610628,99999,1977,1,2,610628,1,1,2,3,1,1,1,1,3
2,0,2,3,9,4,4,,,610628,99999,1954,9,2,610628,1,1,2,3,1,1,1,1,1
2,0,1,4,9,4,4,,2,610628,99999,1957,8,2,610628,1,1,2,3,1,1,1,1,2
1,0,5,4,9,,,,,610628,,1955,10,2,610628,1,1,2,3,1,1,1,1,1
2,0,3,1,9,4,4,,2,610628,1600,1949,8,4,610628,1,1,2,3,1,1,1,1,2
2,0,2,2,9,4,3,,2,610628,40000,1968,7,2,610628,1,1,2,3,1,1,1,1,3
1,0,3,2,9,4,2,,2,610628,30000,1989,9,2,610628,1,2,2,3,1,1,1,1,3
1,0,4,4,9,3,1,,2,610628,40000,1969,9,2,610628,2,1,2,3,1,1,1,1,4
1,0,4,5,9,2,1,,2,610628,30000,1989,7,2,610628,4,3,2,3,1,1,3,1,3
2,0,4,3,9,2,1,,2,610628,70000,1986,11,2,610628,2,1,2,3,1,1,1,1,3
2,0,3,5,9,2,1,,2,610628,40000,1991,11,1,610628,,,2,3,1,1,1,1,8
1,0,2,4,9,3,1,,2,610628,40000,1957,8,2,610628,2,1,2,3,1,1,1,1,3
2,0,3,4,9,3,1,2,2,610628,40000,1975,4,2,610628,,2,2,3,1,1,1,1,4
2,0,4,3,9,,,,2,610628,,1979,8,2,610628,,1,2,3,1,1,1,1,3
1,0,4,4,9,1,1,,2,610628,80000,1978,11,2,610628,,4,2,3,1,1,1,1,3
1,0,4,4,9,,,,2,610628,,1983,12,2,610628,1,1,2,3,1,1,1,1,2
2,0,3,4,9,4,1,,2,610628,10000,1964,4,2,610628,1,1,2,3,1,1,1,1,4
1,0,3,5,9,1,1,,2,610628,99999,1993,1,2,610628,1,,2,3,1,1,1,1,4
1,0,2,2,9,4,4,,2,610628,2000,1954,1,2,610628,1,1,2,3,1,1,1,1,4
2,0,2,5,9,4,3,,2,610628,10000,1955,1,2,610628,1,1,2,3,1,1,1,1,2
1,0,2,5,9,4,4,,2,610628,10000,1956,3,2,610628,1,1,2,3,1,1,1,1,2
2,0,3,2,9,,,,2,610628,,1970,1,2,610628,1,1,2,3,1,1,1,1,3
2,0,3,4,9,4,1,,2,610628,20000,1988,10,2,610628,3,,2,3,1,1,1,1,3
1,0,4,5,9,1,1,,2,610628,20000,1988,9,2,610628,3,2,2,3,1,1,1,1,3
1,0,3,4,9,4,4,,2,610628,20000,1962,6,5,610628,2,2,2,3,1,1,1,1,3
3,0,4,4,9,4,3,,2,610628,4000,1970,5,2,610628,1,1,2,3,1,1,1,1,3
2,0,3,4,9,,,,,610628,,1989,2,2,610602,,1,2,3,1,1,1,1,1
2,0,4,3,9,1,1,,2,610628,100000,1986,9,2,610628,2,1,2,3,1,1,1,1,3
2,0,4,4,9,,,,2,610628,,1988,9,2,610628,2,2,2,3,1,1,1,1,4
2,0,3,4,9,4,4,,2,610628,17000,1965,1,2,610628,2,,2,3,1,1,1,1,3
3,0,3,4,9,,,,,610628,,1973,5,2,610628,,,2,3,1,1,1,1,1
3,0,2,4,9,4,2,,2,610628,30000,1964,9,2,610628,1,1,2,3,1,1,1,1,3
3,0,4,4,9,,,,,610628,,1965,9,2,610628,1,1,2,3,1,1,1,1,1
2,0,3,3,9,,,,2,610628,,1968,4,2,610628,1,,2,3,1,1,1,1,2
1,0,4,3,9,2,1,,2,610628,10000,1988,1,2,610628,1,1,1,3,1,1,1,1,3
2,0,3,3,9,2,1,,2,610628,10000,1991,8,2,610628,1,1,2,3,1,1,1,1,3
2,0,2,5,9,2,1,,2,610628,0,1985,9,2,610628,,,2,3,1,1,1,1,2
2,0,3,4,9,4,4,,2,610628,0,1956,12,2,610628,1,1,2,3,1,1,1,1,3
1,0,1,4,9,4,4,,2,610628,0,1960,2,2,610628,1,1,2,3,1,1,1,1,4
1,0,3,2,9,4,1,,2,610628,20000,1966,12,2,610628,1,1,2,3,1,1,1,1,3
1,0,4,3,9,,,,2,610628,,1966,6,2,610628,1,1,2,3,1,1,1,1,3
2,0,3,4,9,3,3,,2,610628,99999,1990,5,2,610628,,3,2,3,1,1,1,1,3
2,0,2,5,9,3,1,,2,610628,99999,1989,1,2,610628,,,2,3,1,1,1,1,3
1,0,2,5,9,2,1,,2,610628,99999,1991,1,1,610628,,3,2,3,1,1,1,1,3
2,0,2,2,9,2,1,,2,610623,10000,1982,8,2,610628,3,1,2,3,1,1,1,1,4
1,0,3,4,9,2,1,,2,610628,40000,1978,6,2,610628,4,3,2,3,1,1,1,1,3
1,0,4,5,9,4,4,,2,610628,20000,1962,10,2,610628,1,1,2,3,1,1,1,1,4
1,0,4,5,9,4,4,,2,610628,20000,1961,11,2,610628,3,2,2,3,1,1,1,1,3
2,0,3,4,9,4,1,1,2,610528,20000,1971,,2,610528,,2,2,1,2,1,2,2,9
3,0,2,4,9,,,,2,610528,,1971,,2,610528,2,2,2,3,1,1,2,2,4
2,0,3,4,9,1,1,,2,610528,30000,1971,,2,610528,4,3,2,3,1,1,1,1,3
2,0,4,3,9,1,1,,2,610528,30000,1972,,2,610528,3,3,2,3,1,1,1,1,4
2,0,1,4,9,4,1,,2,610528,15000,1962,,2,610528,2,1,2,3,1,1,1,1,4
4,0,3,4,9,4,2,,2,610528,48000,1987,,2,610528,,,2,3,1,1,1,1,8
4,0,3,4,9,,,,2,610528,,1988,,2,610528,3,3,2,3,1,1,1,1,8
3,0,3,4,9,,,,2,610528,,2001,,1,610528,,,2,3,1,1,1,1,5
3,0,3,4,9,,,,2,610528,,1998,,1,610528,,,2,3,1,1,1,1,4
2,0,3,3,9,1,1,,2,610528,30000,1992,,2,610528,,,2,3,1,1,1,1,9
2,0,3,4,9,,,,2,610528,,1990,,2,610528,,,2,3,1,1,1,1,4
2,0,3,4,9,4,4,,2,610528,30000,1959,,2,610528,1,1,2,3,1,1,1,1,3
2,0,3,3,9,,,,2,610528,,1959,,2,610528,1,1,2,3,1,1,1,1,3
3,0,3,3,9,1,1,,2,610528,20000,1973,,2,610528,3,3,2,3,1,1,1,1,3
2,0,2,4,9,4,4,,2,610528,15000,1973,,2,610528,2,2,2,3,1,1,1,1,3
2,0,5,5,9,,,,2,610528,,1966,,2,610528,1,1,2,3,1,1,1,1,3
2,0,5,5,9,,,,2,610528,,1969,,2,610528,1,1,2,3,1,1,1,1,2
2,0,5,5,9,4,1,,2,610528,30000,1990,,2,610528,,,2,3,1,1,1,1,3
2,0,4,4,9,,,,2,610528,,1991,,2,610528,1,1,2,3,1,1,1,1,3
2,0,5,5,9,,,,2,610528,,1997,,1,610528,,,2,3,1,1,1,1,9
3,0,3,3,9,4,2,,2,610528,55000,1974,,2,610528,,,2,3,1,1,1,1,3
3,0,2,3,9,2,1,,2,610528,10000,1972,,2,610528,1,1,2,3,1,1,1,1,3
3,0,3,3,9,4,4,,2,610528,10000,1953,,2,610528,1,1,2,3,1,1,1,1,3
2,0,5,5,9,4,4,,,610528,10000,1955,7,2,610528,1,1,2,3,1,1,1,1,1
4,0,5,5,9,2,1,,2,610528,6000,1997,,1,610528,,,2,1,1,1,1,1,8
4,0,3,4,9,2,2,,2,610528,30000,1972,,2,610528,2,2,2,3,1,1,1,1,2
2,0,3,3,9,,,,2,610528,,1967,,2,610528,,3,2,3,1,1,1,1,3
2,0,4,3,9,4,1,,2,610528,30000,1965,,2,610528,4,,1,3,1,1,1,1,3
2,0,2,4,9,,,,2,610528,,1964,,2,610528,2,2,2,1,1,1,1,1,3
2,0,2,4,9,3,2,,2,610528,30000,1962,,2,610528,,,2,3,1,1,1,1,2
2,0,3,3,9,2,1,,2,610528,50000,1987,11,2,610528,,,2,3,1,1,1,1,3
3,0,3,4,9,4,3,,2,610528,20000,1970,,2,610528,,1,2,3,1,1,1,1,2
3,0,4,4,9,4,2,,2,610528,10000,1971,,2,610528,1,2,2,3,1,1,1,1,2
3,0,3,3,9,,,,2,610528,,1969,,4,610528,,,2,3,1,1,1,1,2
2,0,5,5,9,,,,2,610528,,1957,,2,610528,1,1,2,3,1,1,1,1,2
2,0,5,5,9,4,4,,2,610528,20000,1956,,2,610528,1,1,2,3,1,1,1,1,2
2,0,5,5,9,,,,2,610528,,1983,,2,610528,1,1,2,3,1,1,1,1,3
2,0,2,4,9,,,,2,610528,,1960,,2,610528,2,1,2,3,1,1,1,1,4
3,0,2,4,9,,,,2,610528,,1959,,2,610528,3,1,2,3,1,1,1,1,3
2,0,4,4,9,2,1,,2,610528,35000,1987,,2,610528,,,2,3,1,1,1,1,4
3,0,4,4,9,2,1,,2,610528,15000,1984,,2,610528,,,2,3,1,1,1,1,4
3,0,2,3,9,,,,2,610528,,1993,,1,610528,,,2,3,,,1,1,9
2,0,5,5,9,3,1,,2,610528,20000,1986,,2,610528,3,2,2,3,1,1,1,1,3
2,0,5,5,9,3,1,,2,610528,18000,1984,,2,610528,,,2,3,1,1,1,1,3
2,0,2,2,9,,,,2,610528,,1955,,2,610528,1,1,2,3,1,1,1,1,4
2,0,2,2,9,,,,2,610528,,1957,,2,610528,1,1,2,3,1,1,1,1,2
2,0,2,4,9,1,1,,2,610528,30000,1978,,2,610528,3,3,2,3,2,1,1,1,3
2,0,2,5,9,,,,2,610528,,2002,,1,610528,,,2,3,1,1,1,1,4
4,0,2,3,9,,,,2,610528,,1977,,2,610528,,,2,3,1,1,1,1,3
2,0,4,3,9,4,4,,2,610528,30000,1970,,2,610528,2,,2,3,1,1,1,1,3
2,0,4,3,9,4,4,,2,610528,0,1970,,2,610528,1,1,2,3,1,1,1,1,3
2,0,4,4,9,1,1,,2,610528,20000,1995,,1,610528,,,2,3,1,1,1,1,3
3,0,4,4,9,,,,,610528,,1957,,2,610528,1,1,2,3,1,1,1,1,1
3,0,4,3,9,4,4,,2,610528,20000,1958,,2,610528,1,1,2,3,1,1,1,1,2
3,0,4,4,9,,,,2,610528,,1995,,1,610528,,,2,1,1,1,1,1,9
2,0,3,4,9,,,,,610528,,1964,,2,610528,1,1,2,3,1,1,1,1,1
2,0,4,3,9,1,1,,2,610528,30000,1991,,2,610528,,,2,3,1,1,1,1,3
3,0,2,4,9,1,1,,2,610528,20000,1987,,2,610528,4,,2,3,1,1,1,1,3
2,0,3,3,9,2,1,,2,411082,24000,1983,,2,610528,,,2,3,1,1,1,1,8
3,0,2,3,9,,,,2,610528,,1990,,1,610528,,2,2,3,1,1,1,1,7
2,0,3,4,9,4,1,,2,610528,10000,1956,,2,610528,2,,2,3,1,1,1,1,3
3,0,3,3,9,,,,2,610528,,1964,,2,610528,3,2,2,3,1,1,1,1,3
3,0,4,3,9,2,1,,2,610528,20000,1991,,2,610528,,,2,3,1,1,1,1,3
2,0,4,4,9,,,,2,610528,,1963,,2,610528,1,1,2,3,1,1,1,1,3
3,0,3,4,9,,,,2,610528,,1958,,2,610528,1,1,2,3,1,1,1,1,2
4,0,4,4,9,4,4,,,610528,3800,1958,,2,610528,2,2,2,3,1,1,1,1,1
4,0,4,4,9,2,1,,2,610528,60000,1981,7,4,610528,,,2,3,1,1,1,1,3
3,0,3,3,9,4,4,,2,610528,10000,1965,3,2,610528,2,1,2,3,1,1,1,1,2
3,0,3,4,2,,,,2,610528,,1968,8,2,610528,2,1,2,3,1,1,1,1,2
3,0,3,4,9,4,1,,2,610528,0,1993,7,1,610528,,,2,3,1,1,1,1,3
3,0,4,4,9,,,,2,610528,,1958,,2,610528,1,1,2,3,1,1,1,1,3
3,0,4,4,9,,,,2,610528,,1958,,2,610528,1,1,2,3,1,1,1,1,3
3,0,3,2,9,,,,2,610528,,1958,12,2,610528,2,2,2,3,1,1,1,1,3
3,0,3,3,9,4,2,,2,610528,10000,1958,7,2,610528,2,1,2,3,1,1,1,1,3
1,0,2,2,9,4,4,,2,610528,5000,1954,6,2,610528,1,1,2,3,1,1,1,1,2
2,0,2,2,9,4,1,,2,610528,100000,1970,4,2,610528,1,1,2,3,1,1,1,1,3
2,0,2,4,9,4,2,,2,610528,100000,1970,5,2,610528,1,1,2,3,1,1,1,1,2
